"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15998","filling[1]","","Tue Oct 01 15:10:51 MSK 2024","passed","Tue Oct 01 15:11:07 MSK 2024","","Pages.IngredientSectionSwitchingTest","Pages.IngredientSectionSwitchingTest","filling[1]"
"","24174","testLoginViaAccountButton[8: авторизация с : EMAIL=, PASSWORD=]","","Tue Oct 01 15:21:13 MSK 2024","passed","Tue Oct 01 15:21:37 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaAccountButton[8: авторизация с : EMAIL=, PASSWORD=]"
"","22854","testLoginViaPersonalCabinetButton[7: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]","","Tue Oct 01 15:20:50 MSK 2024","passed","Tue Oct 01 15:21:13 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaPersonalCabinetButton[7: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]"
"","8353","createUserSuccessfully[3: регистрация с : EMAIL=test-qa3221@mail.ru, PASSWORD=password3221, NAME=Users3221]","","Tue Oct 01 15:30:47 MSK 2024","passed","Tue Oct 01 15:30:56 MSK 2024","","Pages.UserRegistrationSuccessTest","Pages.UserRegistrationSuccessTest","createUserSuccessfully[3: регистрация с : EMAIL=test-qa3221@mail.ru, PASSWORD=password3221, NAME=Users3221]"
"","19901","testLoginViaAccountButton[7: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]","","Tue Oct 01 15:20:30 MSK 2024","passed","Tue Oct 01 15:20:50 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaAccountButton[7: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]"
"","22982","testLoginViaAccountButton[3: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=yandex]","","Tue Oct 01 15:14:10 MSK 2024","passed","Tue Oct 01 15:14:33 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaAccountButton[3: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=yandex]"
"","15917","testLoginViaPersonalCabinetButton[4: авторизация с : EMAIL= , PASSWORD=pass]","","Tue Oct 01 15:25:35 MSK 2024","passed","Tue Oct 01 15:25:51 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[4: авторизация с : EMAIL= , PASSWORD=pass]"
"","10796","testLoginViaPersonalCabinetButton[1: авторизация с : EMAIL=test-qa-2024@yandex.ru, PASSWORD=password2024, BROWSER=yandex]","","Tue Oct 01 15:13:25 MSK 2024","passed","Tue Oct 01 15:13:35 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaPersonalCabinetButton[1: авторизация с : EMAIL=test-qa-2024@yandex.ru, PASSWORD=password2024, BROWSER=yandex]"
"","30462","testLoginViaAccountButton[6: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:26:33 MSK 2024","passed","Tue Oct 01 15:27:03 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaAccountButton[6: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]"
"","8835","transitionFromYourPersonalAccountToTheDesigner[0]","","Tue Oct 01 15:12:27 MSK 2024","passed","Tue Oct 01 15:12:36 MSK 2024","","Pages.TransitionFromYourPersonalAccountToDesignerTest","Pages.TransitionFromYourPersonalAccountToDesignerTest","transitionFromYourPersonalAccountToTheDesigner[0]"
"","20384","testLoginViaAccountButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:19:02 MSK 2024","passed","Tue Oct 01 15:19:22 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaAccountButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]"
"","19285","testLoginViaAccountButton[3: авторизация с : EMAIL=, PASSWORD=]","","Tue Oct 01 15:24:40 MSK 2024","passed","Tue Oct 01 15:24:59 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaAccountButton[3: авторизация с : EMAIL=, PASSWORD=]"
"","8937","testLoginViaAccountButton[0: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:16:06 MSK 2024","passed","Tue Oct 01 15:16:15 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaAccountButton[0: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]"
"","10706","goToYourPersonalAccount[0]","","Tue Oct 01 15:29:53 MSK 2024","passed","Tue Oct 01 15:30:04 MSK 2024","","Pages.UserProfileNavigationAfterAuthorizationTest","Pages.UserProfileNavigationAfterAuthorizationTest","goToYourPersonalAccount[0]"
"","21487","testLoginViaPersonalCabinetButton[9: авторизация с : EMAIL= , PASSWORD=pass]","","Tue Oct 01 15:22:31 MSK 2024","passed","Tue Oct 01 15:22:53 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaPersonalCabinetButton[9: авторизация с : EMAIL= , PASSWORD=pass]"
"","17553","testLoginViaAccountButton[4: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991, BROWSER=chrome]","","Tue Oct 01 15:14:53 MSK 2024","passed","Tue Oct 01 15:15:10 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaAccountButton[4: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991, BROWSER=chrome]"
"","17685","testLoginViaAccountButton[2: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=chrome]","","Tue Oct 01 15:13:35 MSK 2024","passed","Tue Oct 01 15:13:53 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaAccountButton[2: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=chrome]"
"","8896","createUserSuccessfully[7: регистрация с : EMAIL=test-qa3221@gmail.com, PASSWORD= , NAME=Users3221]","","Tue Oct 01 15:31:32 MSK 2024","passed","Tue Oct 01 15:31:41 MSK 2024","","Pages.UserRegistrationWithIncorrectPasswordTest","Pages.UserRegistrationWithIncorrectPasswordTest","createUserSuccessfully[7: регистрация с : EMAIL=test-qa3221@gmail.com, PASSWORD= , NAME=Users3221]"
"","18676","testLoginViaAccountButton[2: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]","","Tue Oct 01 15:16:59 MSK 2024","passed","Tue Oct 01 15:17:17 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaAccountButton[2: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]"
"","8478","goToYourPersonalAccount[0]","","Tue Oct 01 15:11:31 MSK 2024","passed","Tue Oct 01 15:11:40 MSK 2024","","Pages.LogoutFromAccountTest","Pages.LogoutFromAccountTest","goToYourPersonalAccount[0]"
"","26444","testLoginViaPersonalCabinetButton[8: авторизация с : EMAIL=, PASSWORD=]","","Tue Oct 01 15:21:37 MSK 2024","passed","Tue Oct 01 15:22:04 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaPersonalCabinetButton[8: авторизация с : EMAIL=, PASSWORD=]"
"","17021","testLoginViaPersonalCabinetButton[3: авторизация с : EMAIL=, PASSWORD=]","","Tue Oct 01 15:24:59 MSK 2024","passed","Tue Oct 01 15:25:16 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[3: авторизация с : EMAIL=, PASSWORD=]"
"","23871","testLoginViaPersonalCabinetButton[8: авторизация с : EMAIL=, PASSWORD=]","","Tue Oct 01 15:28:46 MSK 2024","passed","Tue Oct 01 15:29:10 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[8: авторизация с : EMAIL=, PASSWORD=]"
"","8610","createUserSuccessfully[2: регистрация с : EMAIL=test-qa3221@yandex.ru, PASSWORD=password3221, NAME=Users3221]","","Tue Oct 01 15:30:39 MSK 2024","passed","Tue Oct 01 15:30:47 MSK 2024","","Pages.UserRegistrationSuccessTest","Pages.UserRegistrationSuccessTest","createUserSuccessfully[2: регистрация с : EMAIL=test-qa3221@yandex.ru, PASSWORD=password3221, NAME=Users3221]"
"","4061","createUserSuccessfully[3: регистрация с : EMAIL=test-qa3221@gmail.com, PASSWORD= , NAME=Users3221]","","Tue Oct 01 15:31:10 MSK 2024","passed","Tue Oct 01 15:31:14 MSK 2024","","Pages.UserRegistrationWithIncorrectPasswordTest","Pages.UserRegistrationWithIncorrectPasswordTest","createUserSuccessfully[3: регистрация с : EMAIL=test-qa3221@gmail.com, PASSWORD= , NAME=Users3221]"
"","17944","testLoginViaPersonalCabinetButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:19:22 MSK 2024","passed","Tue Oct 01 15:19:40 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaPersonalCabinetButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]"
"","3987","createUserSuccessfully[2: регистрация с : EMAIL=test-qa3221@mail.ru, PASSWORD=32213, NAME=Users3221]","","Tue Oct 01 15:31:06 MSK 2024","passed","Tue Oct 01 15:31:10 MSK 2024","","Pages.UserRegistrationWithIncorrectPasswordTest","Pages.UserRegistrationWithIncorrectPasswordTest","createUserSuccessfully[2: регистрация с : EMAIL=test-qa3221@mail.ru, PASSWORD=32213, NAME=Users3221]"
"","5127","createUserSuccessfully[4: регистрация с : EMAIL=test-qa3221@yandex.ru, PASSWORD=pass, NAME=Users3221]","","Tue Oct 01 15:31:14 MSK 2024","passed","Tue Oct 01 15:31:19 MSK 2024","","Pages.UserRegistrationWithIncorrectPasswordTest","Pages.UserRegistrationWithIncorrectPasswordTest","createUserSuccessfully[4: регистрация с : EMAIL=test-qa3221@yandex.ru, PASSWORD=pass, NAME=Users3221]"
"","5096","createUserSuccessfully[1: регистрация с : EMAIL=test-qa3221@mail.ru, PASSWORD=3221, NAME=Users3221]","","Tue Oct 01 15:31:01 MSK 2024","passed","Tue Oct 01 15:31:06 MSK 2024","","Pages.UserRegistrationWithIncorrectPasswordTest","Pages.UserRegistrationWithIncorrectPasswordTest","createUserSuccessfully[1: регистрация с : EMAIL=test-qa3221@mail.ru, PASSWORD=3221, NAME=Users3221]"
"","13087","testLoginViaAccountButton[0: авторизация с : EMAIL=test-qa-2024@yandex.ru, PASSWORD=password2024, BROWSER=chrome]","","Tue Oct 01 15:12:51 MSK 2024","passed","Tue Oct 01 15:13:04 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaAccountButton[0: авторизация с : EMAIL=test-qa-2024@yandex.ru, PASSWORD=password2024, BROWSER=chrome]"
"","10928","transitionFromYourPersonalAccountToTheDesigner[0]","","Tue Oct 01 15:12:00 MSK 2024","passed","Tue Oct 01 15:12:11 MSK 2024","","Pages.TransitionFromYourPersonalAccountThroughLogoTest","Pages.TransitionFromYourPersonalAccountThroughLogoTest","transitionFromYourPersonalAccountToTheDesigner[0]"
"","17537","testLoginViaPersonalCabinetButton[4: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991, BROWSER=chrome]","","Tue Oct 01 15:15:10 MSK 2024","passed","Tue Oct 01 15:15:28 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaPersonalCabinetButton[4: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991, BROWSER=chrome]"
"","4714","goToYourPersonalAccount[0]","","Tue Oct 01 15:30:15 MSK 2024","passed","Tue Oct 01 15:30:20 MSK 2024","","Pages.UserProfileNavigationBeforeAuthorizationTest","Pages.UserProfileNavigationBeforeAuthorizationTest","goToYourPersonalAccount[0]"
"","15423","transitionFromYourPersonalAccountToTheDesigner[1]","","Tue Oct 01 15:12:36 MSK 2024","passed","Tue Oct 01 15:12:51 MSK 2024","","Pages.TransitionFromYourPersonalAccountToDesignerTest","Pages.TransitionFromYourPersonalAccountToDesignerTest","transitionFromYourPersonalAccountToTheDesigner[1]"
"","19265","testLoginViaAccountButton[2: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]","","Tue Oct 01 15:23:58 MSK 2024","passed","Tue Oct 01 15:24:18 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaAccountButton[2: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]"
"","22947","testLoginViaPersonalCabinetButton[6: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:27:03 MSK 2024","passed","Tue Oct 01 15:27:26 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[6: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]"
"","29483","testLoginViaAccountButton[6: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:19:40 MSK 2024","passed","Tue Oct 01 15:20:10 MSK 2024","","Pages.UserLoginUsingThePersonalButtonTest","Pages.UserLoginUsingThePersonalButtonTest","testLoginViaAccountButton[6: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]"
"","8273","souse[0]","","Tue Oct 01 15:10:42 MSK 2024","passed","Tue Oct 01 15:10:51 MSK 2024","","Pages.IngredientSectionSwitchingTest","Pages.IngredientSectionSwitchingTest","souse[0]"
"","19747","testLoginViaPersonalCabinetButton[3: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=yandex]","","Tue Oct 01 15:14:33 MSK 2024","passed","Tue Oct 01 15:14:53 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaPersonalCabinetButton[3: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=yandex]"
"","17270","testLoginViaPersonalCabinetButton[1: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:23:41 MSK 2024","passed","Tue Oct 01 15:23:58 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[1: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399]"
"","8475","testLoginViaAccountButton[0: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:22:53 MSK 2024","passed","Tue Oct 01 15:23:01 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaAccountButton[0: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]"
"","20589","goToYourPersonalAccount[1]","","Tue Oct 01 15:11:40 MSK 2024","passed","Tue Oct 01 15:12:00 MSK 2024","","Pages.LogoutFromAccountTest","Pages.LogoutFromAccountTest","goToYourPersonalAccount[1]"
"","24525","testLoginViaAccountButton[8: авторизация с : EMAIL=, PASSWORD=]","","Tue Oct 01 15:28:21 MSK 2024","passed","Tue Oct 01 15:28:46 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaAccountButton[8: авторизация с : EMAIL=, PASSWORD=]"
"","19746","testLoginViaPersonalCabinetButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:26:13 MSK 2024","passed","Tue Oct 01 15:26:33 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]"
"","20552","testLoginViaPersonalCabinetButton[9: авторизация с : EMAIL= , PASSWORD=pass]","","Tue Oct 01 15:29:33 MSK 2024","passed","Tue Oct 01 15:29:53 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[9: авторизация с : EMAIL= , PASSWORD=pass]"
"","17743","testLoginViaPersonalCabinetButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991, BROWSER=yandex]","","Tue Oct 01 15:15:49 MSK 2024","passed","Tue Oct 01 15:16:06 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaPersonalCabinetButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991, BROWSER=yandex]"
"","25941","testLoginViaPersonalCabinetButton[7: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]","","Tue Oct 01 15:27:55 MSK 2024","passed","Tue Oct 01 15:28:21 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[7: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]"
"","14781","testLoginViaPersonalCabinetButton[0: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:23:01 MSK 2024","passed","Tue Oct 01 15:23:16 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[0: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]"
"","16765","testLoginViaPersonalCabinetButton[2: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=chrome]","","Tue Oct 01 15:13:53 MSK 2024","passed","Tue Oct 01 15:14:10 MSK 2024","","Pages.UserLoginInTheRegistrationFormTest","Pages.UserLoginInTheRegistrationFormTest","testLoginViaPersonalCabinetButton[2: авторизация с : EMAIL=test-qa991@yandex.ru, PASSWORD=password12399, BROWSER=chrome]"
"","22071","testLoginViaPersonalCabinetButton[2: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]","","Tue Oct 01 15:24:18 MSK 2024","passed","Tue Oct 01 15:24:40 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaPersonalCabinetButton[2: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password123991]"
"","10995","goToYourPersonalAccount[1]","","Tue Oct 01 15:30:04 MSK 2024","passed","Tue Oct 01 15:30:15 MSK 2024","","Pages.UserProfileNavigationAfterAuthorizationTest","Pages.UserProfileNavigationAfterAuthorizationTest","goToYourPersonalAccount[1]"
"","22576","testLoginViaAccountButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]","","Tue Oct 01 15:25:51 MSK 2024","passed","Tue Oct 01 15:26:13 MSK 2024","","Pages.UserLoginViaPasswordRecoveryFormTest","Pages.UserLoginViaPasswordRecoveryFormTest","testLoginViaAccountButton[5: авторизация с : EMAIL=test-qa99@yandex.ru, PASSWORD=password12399]"
